"code","site","tree","collection_date","collector","species","location","long","lat","transplant_date","status","block","within_block_position","treatment","BIO1","BIO2","BIO3","BIO4","BIO5","BIO6","BIO7","BIO8","BIO9","BIO10","BIO11","BIO12","BIO13","BIO14","BIO15","BIO16","BIO17","BIO18","BIO19","elev_m"
"S01T01P03",1,1,"2/7/2024","ZAR + BRY","pauciflora","Alpine Way, Kosciuszko",148.2047204,-36.52938581,"5/2/2024","alive","4","E1","cold",8.38749980926514,9.24166679382324,41.0740737915039,479.327789306641,20.6000003814697,-1.89999997615814,22.5,7.63333320617676,14.1833333969116,14.216667175293,2.45000004768372,1384,155,73,20.428596496582,432,262,264,363,1271.62048339844
"S01T01P08",1,1,"2/7/2024","ZAR + BRY","pauciflora","Alpine Way, Kosciuszko",148.2047204,-36.52938581,"5/2/2024","alive","2","G3","cold",8.38749980926514,9.24166679382324,41.0740737915039,479.327789306641,20.6000003814697,-1.89999997615814,22.5,7.63333320617676,14.1833333969116,14.216667175293,2.45000004768372,1384,155,73,20.428596496582,432,262,264,363,1271.62048339844
"S01T01P12",1,1,"2/7/2024","ZAR + BRY","pauciflora","Alpine Way, Kosciuszko",148.2047204,-36.52938581,"5/2/2024","alive","3","C11","cold",8.38749980926514,9.24166679382324,41.0740737915039,479.327789306641,20.6000003814697,-1.89999997615814,22.5,7.63333320617676,14.1833333969116,14.216667175293,2.45000004768372,1384,155,73,20.428596496582,432,262,264,363,1271.62048339844
"S01T01P13",1,1,"2/7/2024","ZAR + BRY","pauciflora","Alpine Way, Kosciuszko",148.2047204,-36.52938581,"5/2/2024","alive","1","D4","cold",8.38749980926514,9.24166679382324,41.0740737915039,479.327789306641,20.6000003814697,-1.89999997615814,22.5,7.63333320617676,14.1833333969116,14.216667175293,2.45000004768372,1384,155,73,20.428596496582,432,262,264,363,1271.62048339844
"S01T01P16",1,1,"2/7/2024","ZAR + BRY","pauciflora","Alpine Way, Kosciuszko",148.2047204,-36.52938581,"5/2/2024","alive","5","F12","cold",8.38749980926514,9.24166679382324,41.0740737915039,479.327789306641,20.6000003814697,-1.89999997615814,22.5,7.63333320617676,14.1833333969116,14.216667175293,2.45000004768372,1384,155,73,20.428596496582,432,262,264,363,1271.62048339844
"S01T01P18",1,1,"2/7/2024","ZAR + BRY","pauciflora","Alpine Way, Kosciuszko",148.2047204,-36.52938581,"5/2/2024","alive","5","B11","cold",8.38749980926514,9.24166679382324,41.0740737915039,479.327789306641,20.6000003814697,-1.89999997615814,22.5,7.63333320617676,14.1833333969116,14.216667175293,2.45000004768372,1384,155,73,20.428596496582,432,262,264,363,1271.62048339844
"S01T02P03",1,2,"2/7/2024","ZAR + BRY","pauciflora","Alpine Way, Kosciuszko",148.2104012,-36.53110363,"5/7/2024","alive","3","G11","cold",8.02916622161865,9.22499942779541,40.6387672424316,482.415588378906,20.2999992370605,-2.40000009536743,22.6999988555908,7.28333330154419,13.8666667938232,13.8833332061768,2.04999995231628,1458,165,77,20.8108692169189,456,273,277,381,1356.22192382812
"S01T02P05",1,2,"2/7/2024","ZAR + BRY","pauciflora","Alpine Way, Kosciuszko",148.2104012,-36.53110363,"5/7/2024","alive","5","E1","cold",8.02916622161865,9.22499942779541,40.6387672424316,482.415588378906,20.2999992370605,-2.40000009536743,22.6999988555908,7.28333330154419,13.8666667938232,13.8833332061768,2.04999995231628,1458,165,77,20.8108692169189,456,273,277,381,1356.22192382812
"S01T02P08",1,2,"2/7/2024","ZAR + BRY","pauciflora","Alpine Way, Kosciuszko",148.2104012,-36.53110363,"5/7/2024","alive","2","A6","cold",8.02916622161865,9.22499942779541,40.6387672424316,482.415588378906,20.2999992370605,-2.40000009536743,22.6999988555908,7.28333330154419,13.8666667938232,13.8833332061768,2.04999995231628,1458,165,77,20.8108692169189,456,273,277,381,1356.22192382812
"S01T02P09",1,2,"2/7/2024","ZAR + BRY","pauciflora","Alpine Way, Kosciuszko",148.2104012,-36.53110363,"5/7/2024","alive","1","A9","cold",8.02916622161865,9.22499942779541,40.6387672424316,482.415588378906,20.2999992370605,-2.40000009536743,22.6999988555908,7.28333330154419,13.8666667938232,13.8833332061768,2.04999995231628,1458,165,77,20.8108692169189,456,273,277,381,1356.22192382812
"S01T02P13",1,2,"2/7/2024","ZAR + BRY","pauciflora","Alpine Way, Kosciuszko",148.2104012,-36.53110363,"5/7/2024","alive","4","G10","cold",8.02916622161865,9.22499942779541,40.6387672424316,482.415588378906,20.2999992370605,-2.40000009536743,22.6999988555908,7.28333330154419,13.8666667938232,13.8833332061768,2.04999995231628,1458,165,77,20.8108692169189,456,273,277,381,1356.22192382812
"S01T03P02",1,3,"2/7/2024","ZAR + BRY","pauciflora","Alpine Way, Kosciuszko",148.2949717,-36.5124668,"5/8/2024","alive","5","F1","cold",6.55833339691162,10.3333339691162,42.0054206848145,501.306640625,19.7000007629395,-4.90000009536743,24.6000003814697,3.04999995231628,12.6000003814697,12.6000003814697,0.333333373069763,1602,178,85,20.9753608703613,502,294,299,431,1461.98193359375
"S01T03P05",1,3,"2/7/2024","ZAR + BRY","pauciflora","Alpine Way, Kosciuszko",148.2949717,-36.5124668,"5/8/2024","alive","3","D9","cold",6.55833339691162,10.3333339691162,42.0054206848145,501.306640625,19.7000007629395,-4.90000009536743,24.6000003814697,3.04999995231628,12.6000003814697,12.6000003814697,0.333333373069763,1602,178,85,20.9753608703613,502,294,299,431,1461.98193359375
"S01T03P07",1,3,"2/7/2024","ZAR + BRY","pauciflora","Alpine Way, Kosciuszko",148.2949717,-36.5124668,"5/8/2024","alive","1","C4","cold",6.55833339691162,10.3333339691162,42.0054206848145,501.306640625,19.7000007629395,-4.90000009536743,24.6000003814697,3.04999995231628,12.6000003814697,12.6000003814697,0.333333373069763,1602,178,85,20.9753608703613,502,294,299,431,1461.98193359375
"S01T03P08",1,3,"2/7/2024","ZAR + BRY","pauciflora","Alpine Way, Kosciuszko",148.2949717,-36.5124668,"5/8/2024","alive","2","G4","cold",6.55833339691162,10.3333339691162,42.0054206848145,501.306640625,19.7000007629395,-4.90000009536743,24.6000003814697,3.04999995231628,12.6000003814697,12.6000003814697,0.333333373069763,1602,178,85,20.9753608703613,502,294,299,431,1461.98193359375
"S01T03P10",1,3,"2/7/2024","ZAR + BRY","pauciflora","Alpine Way, Kosciuszko",148.2949717,-36.5124668,"5/8/2024","alive","4","D10","cold",6.55833339691162,10.3333339691162,42.0054206848145,501.306640625,19.7000007629395,-4.90000009536743,24.6000003814697,3.04999995231628,12.6000003814697,12.6000003814697,0.333333373069763,1602,178,85,20.9753608703613,502,294,299,431,1461.98193359375
"S01T04P02",1,4,"2/7/2024","ZAR + BRY","pauciflora","Alpine Way, Kosciuszko",148.3267893,-36.49526487,"5/1/2024","alive","5","B3","cold",7.06666660308838,9.56666660308838,41.5942001342773,483.737030029297,19.7000007629395,-3.29999995231628,23,3.58333325386047,12.9333333969116,12.966667175293,1.11666667461395,1552,172,85,19.7041130065918,478,292,298,405,1397.05859375
"S01T04P03",1,4,"2/7/2024","ZAR + BRY","pauciflora","Alpine Way, Kosciuszko",148.3267893,-36.49526487,"5/1/2024","alive","4","C14","cold",7.06666660308838,9.56666660308838,41.5942001342773,483.737030029297,19.7000007629395,-3.29999995231628,23,3.58333325386047,12.9333333969116,12.966667175293,1.11666667461395,1552,172,85,19.7041130065918,478,292,298,405,1397.05859375
"S01T04P04",1,4,"2/7/2024","ZAR + BRY","pauciflora","Alpine Way, Kosciuszko",148.3267893,-36.49526487,"5/1/2024","alive","2","E2","cold",7.06666660308838,9.56666660308838,41.5942001342773,483.737030029297,19.7000007629395,-3.29999995231628,23,3.58333325386047,12.9333333969116,12.966667175293,1.11666667461395,1552,172,85,19.7041130065918,478,292,298,405,1397.05859375
"S01T07P01",1,7,"2/7/2024","ZAR + BRY","pauciflora","Alpine Way, Kosciuszko",148.3950978,-36.45384731,"5/14/2024","alive","3","G9","cold",8.25833320617676,10.1000003814697,43.534481048584,483.480926513672,21.2000007629395,-2,23.2000007629395,7.59999990463257,14.1333332061768,14.1333332061768,2.28333330154419,1235,135,72,17.5411148071289,385,250,250,305,1225.20336914062
"S01T07P04",1,7,"2/7/2024","ZAR + BRY","pauciflora","Alpine Way, Kosciuszko",148.3950978,-36.45384731,"5/14/2024","alive","3","B5","cold",8.25833320617676,10.1000003814697,43.534481048584,483.480926513672,21.2000007629395,-2,23.2000007629395,7.59999990463257,14.1333332061768,14.1333332061768,2.28333330154419,1235,135,72,17.5411148071289,385,250,250,305,1225.20336914062
"S01T07P05",1,7,"2/7/2024","ZAR + BRY","pauciflora","Alpine Way, Kosciuszko",148.3950978,-36.45384731,"5/14/2024","alive","1","E1","cold",8.25833320617676,10.1000003814697,43.534481048584,483.480926513672,21.2000007629395,-2,23.2000007629395,7.59999990463257,14.1333332061768,14.1333332061768,2.28333330154419,1235,135,72,17.5411148071289,385,250,250,305,1225.20336914062
"S01T10P02",1,10,"2/7/2024","ZAR + BRY","pauciflora","Alpine Way, Kosciuszko",148.4627102,-36.45529443,"5/1/2024","alive","2","E1","cold",8.65833377838135,10.3999996185303,44.2553176879883,478.163299560547,21.5,-2,23.5,8,14.4666662216187,14.466667175293,2.73333334922791,1149,126,70,16.2837295532227,356,242,246,274,1234.25964355469
"S01T10P04",1,10,"2/7/2024","ZAR + BRY","pauciflora","Alpine Way, Kosciuszko",148.4627102,-36.45529443,"5/1/2024","alive","3","E14","cold",8.65833377838135,10.3999996185303,44.2553176879883,478.163299560547,21.5,-2,23.5,8,14.4666662216187,14.466667175293,2.73333334922791,1149,126,70,16.2837295532227,356,242,246,274,1234.25964355469
"S01T10P06",1,10,"2/7/2024","ZAR + BRY","pauciflora","Alpine Way, Kosciuszko",148.4627102,-36.45529443,"5/1/2024","alive","4","C4","cold",8.65833377838135,10.3999996185303,44.2553176879883,478.163299560547,21.5,-2,23.5,8,14.4666662216187,14.466667175293,2.73333334922791,1149,126,70,16.2837295532227,356,242,246,274,1234.25964355469
"S01T10P07",1,10,"2/7/2024","ZAR + BRY","pauciflora","Alpine Way, Kosciuszko",148.4627102,-36.45529443,"5/1/2024","alive","1","E6","cold",8.65833377838135,10.3999996185303,44.2553176879883,478.163299560547,21.5,-2,23.5,8,14.4666662216187,14.466667175293,2.73333334922791,1149,126,70,16.2837295532227,356,242,246,274,1234.25964355469
"S01T10P09",1,10,"2/7/2024","ZAR + BRY","pauciflora","Alpine Way, Kosciuszko",148.4627102,-36.45529443,"5/1/2024","alive","4","A15","cold",8.65833377838135,10.3999996185303,44.2553176879883,478.163299560547,21.5,-2,23.5,8,14.4666662216187,14.466667175293,2.73333334922791,1149,126,70,16.2837295532227,356,242,246,274,1234.25964355469
"S02T02P02",2,2,"2/8/2024","ZAR + BRY","pauciflora","Kosciuszko Road/Guthega Road",148.5649539,-36.3497391,"5/8/2024","alive","3","D5","cold",9.05833339691162,10.5833339691162,43.9142456054688,490.782470703125,22.2000007629395,-1.89999997615814,24.1000003814697,8.36666679382324,15.0500001907349,15.0500001907349,2.9833333492279,1008,108,64,14.9487962722778,309,222,222,237,1201.35693359375
"S02T02P04",2,2,"2/8/2024","ZAR + BRY","pauciflora","Kosciuszko Road/Guthega Road",148.5649539,-36.3497391,"5/8/2024","alive","1","F1","cold",9.05833339691162,10.5833339691162,43.9142456054688,490.782470703125,22.2000007629395,-1.89999997615814,24.1000003814697,8.36666679382324,15.0500001907349,15.0500001907349,2.9833333492279,1008,108,64,14.9487962722778,309,222,222,237,1201.35693359375
"S02T02P05",2,2,"2/8/2024","ZAR + BRY","pauciflora","Kosciuszko Road/Guthega Road",148.5649539,-36.3497391,"5/8/2024","alive","5","G8","cold",9.05833339691162,10.5833339691162,43.9142456054688,490.782470703125,22.2000007629395,-1.89999997615814,24.1000003814697,8.36666679382324,15.0500001907349,15.0500001907349,2.9833333492279,1008,108,64,14.9487962722778,309,222,222,237,1201.35693359375
"S02T03P02",2,3,"2/8/2024","ZAR + BRY","pauciflora","Kosciuszko Road/Guthega Road",148.5533744,-36.35100274,"5/3/2024","alive","4","F12","cold",8.84583282470703,10.4416666030884,43.6889801025391,488.697052001953,21.8999996185303,-2,23.8999996185303,8.14999961853027,14.8000001907349,14.8000001907349,2.79999995231628,1065,115,67,15.1743774414062,327,231,231,253,1258.76489257812
"S02T03P03",2,3,"2/8/2024","ZAR + BRY","pauciflora","Kosciuszko Road/Guthega Road",148.5533744,-36.35100274,"5/3/2024","alive","2","A13","cold",8.84583282470703,10.4416666030884,43.6889801025391,488.697052001953,21.8999996185303,-2,23.8999996185303,8.14999961853027,14.8000001907349,14.8000001907349,2.79999995231628,1065,115,67,15.1743774414062,327,231,231,253,1258.76489257812
"S02T03P04",2,3,"2/8/2024","ZAR + BRY","pauciflora","Kosciuszko Road/Guthega Road",148.5533744,-36.35100274,"5/3/2024","alive","2","B10","cold",8.84583282470703,10.4416666030884,43.6889801025391,488.697052001953,21.8999996185303,-2,23.8999996185303,8.14999961853027,14.8000001907349,14.8000001907349,2.79999995231628,1065,115,67,15.1743774414062,327,231,231,253,1258.76489257812
"S02T04P03",2,4,"2/8/2024","ZAR + BRY","pauciflora","Kosciuszko Road/Guthega Road",148.537354,-36.34441486,"5/13/2024","alive","2","D15","cold",8.09583282470703,9.85833263397217,42.3104438781738,487.351165771484,20.8999996185303,-2.40000009536743,23.2999992370605,7.33333349227905,14.0166664123535,14.0166664123535,2.08333325386047,1264,138,76,15.7280340194702,384,261,264,313,1394.40539550781
"S02T04P04",2,4,"2/8/2024","ZAR + BRY","pauciflora","Kosciuszko Road/Guthega Road",148.537354,-36.34441486,"5/13/2024","alive","1","C15","cold",8.09583282470703,9.85833263397217,42.3104438781738,487.351165771484,20.8999996185303,-2.40000009536743,23.2999992370605,7.33333349227905,14.0166664123535,14.0166664123535,2.08333325386047,1264,138,76,15.7280340194702,384,261,264,313,1394.40539550781
"S02T05P01",2,5,"2/8/2024","ZAR + BRY","pauciflora","Kosciuszko Road/Guthega Road",148.5217716,-36.35052059,"5/13/2024","alive","2","A12","cold",7.44583320617676,9.52499961853027,41.5938873291016,485.458831787109,20.1000003814697,-2.79999995231628,22.8999996185303,3.96666669845581,13.3500003814697,13.3500003814697,1.45000004768372,1417,152,82,16.7928943634033,426,282,282,373,1471.1923828125
"S02T06P02",2,6,"2/8/2024","ZAR + BRY","pauciflora","Kosciuszko Road/Guthega Road",148.4888609,-36.34338786,"5/13/2024","alive","3","B8","cold",7.40416669845581,9.65833377838135,42.1761283874512,483.229949951172,20.1000003814697,-2.79999995231628,22.8999996185303,3.96666669845581,13.2666664123535,13.2666664123535,1.43333339691162,1439,155,81,17.8683395385742,438,281,281,387,1458.2763671875
"S02T07P02",2,7,"2/8/2024","ZAR + BRY","pauciflora","Kosciuszko Road/Guthega Road",148.4901129,-36.33513426,"5/7/2024","alive","5","E2","cold",7.51666688919067,9.63333320617676,42.0669555664062,485.631439208984,20.2000007629395,-2.70000004768372,22.9000015258789,6.73333311080933,13.4166669845581,13.4166669845581,1.51666665077209,1400,152,80,17.414400100708,423,277,277,367,1389.83325195312
"S02T08P01",2,8,"2/8/2024","ZAR + BRY","pauciflora","Kosciuszko Road/Guthega Road",148.4850121,-36.32601107,"5/2/2024","alive","5","B8","cold",7.91666650772095,9.76666641235352,42.4637680053711,485.561218261719,20.6000003814697,-2.40000009536743,23,7.16666650772095,13.8166666030884,13.8166666030884,1.91666662693024,1298,142,75,16.8447914123535,395,262,262,332,1297.93908691406
"S02T08P03",2,8,"2/8/2024","ZAR + BRY","pauciflora","Kosciuszko Road/Guthega Road",148.4850121,-36.32601107,"5/2/2024","alive","4","B6","cold",7.91666650772095,9.76666641235352,42.4637680053711,485.561218261719,20.6000003814697,-2.40000009536743,23,7.16666650772095,13.8166666030884,13.8166666030884,1.91666662693024,1298,142,75,16.8447914123535,395,262,262,332,1297.93908691406
"S02T08P04",2,8,"2/8/2024","ZAR + BRY","pauciflora","Kosciuszko Road/Guthega Road",148.4850121,-36.32601107,"5/2/2024","alive","1","F14","cold",7.91666650772095,9.76666641235352,42.4637680053711,485.561218261719,20.6000003814697,-2.40000009536743,23,7.16666650772095,13.8166666030884,13.8166666030884,1.91666662693024,1298,142,75,16.8447914123535,395,262,262,332,1297.93908691406
"S02T09P01",2,9,"2/8/2024","ZAR + BRY","pauciflora","Kosciuszko Road/Guthega Road",148.4881695,-36.31993038,"5/2/2024","alive","3","A15","cold",8.6458330154419,10.2083339691162,43.4397163391113,488.250396728516,21.6000003814697,-1.89999997615814,23.5,7.96666669845581,14.5500001907349,14.5833330154419,2.59999990463257,1095,118,66,15.6483402252197,334,231,232,273,1189.18823242188
"S02T09P02",2,9,"2/8/2024","ZAR + BRY","pauciflora","Kosciuszko Road/Guthega Road",148.4881695,-36.31993038,"5/2/2024","alive","2","E12","cold",8.6458330154419,10.2083339691162,43.4397163391113,488.250396728516,21.6000003814697,-1.89999997615814,23.5,7.96666669845581,14.5500001907349,14.5833330154419,2.59999990463257,1095,118,66,15.6483402252197,334,231,232,273,1189.18823242188
"S02T09P16",2,9,"2/8/2024","ZAR + BRY","pauciflora","Kosciuszko Road/Guthega Road",148.4881695,-36.31993038,"5/2/2024","alive","4","E10","cold",8.6458330154419,10.2083339691162,43.4397163391113,488.250396728516,21.6000003814697,-1.89999997615814,23.5,7.96666669845581,14.5500001907349,14.5833330154419,2.59999990463257,1095,118,66,15.6483402252197,334,231,232,273,1189.18823242188
"S02T09P21",2,9,"2/8/2024","ZAR + BRY","pauciflora","Kosciuszko Road/Guthega Road",148.4881695,-36.31993038,"5/2/2024","alive","5","E12","cold",8.6458330154419,10.2083339691162,43.4397163391113,488.250396728516,21.6000003814697,-1.89999997615814,23.5,7.96666669845581,14.5500001907349,14.5833330154419,2.59999990463257,1095,118,66,15.6483402252197,334,231,232,273,1189.18823242188
"S02T09P27",2,9,"2/8/2024","ZAR + BRY","pauciflora","Kosciuszko Road/Guthega Road",148.4881695,-36.31993038,"5/2/2024","alive","4","F14","cold",8.6458330154419,10.2083339691162,43.4397163391113,488.250396728516,21.6000003814697,-1.89999997615814,23.5,7.96666669845581,14.5500001907349,14.5833330154419,2.59999990463257,1095,118,66,15.6483402252197,334,231,232,273,1189.18823242188
"S02T09P29",2,9,"2/8/2024","ZAR + BRY","pauciflora","Kosciuszko Road/Guthega Road",148.4881695,-36.31993038,"5/2/2024","alive","1","E14","cold",8.6458330154419,10.2083339691162,43.4397163391113,488.250396728516,21.6000003814697,-1.89999997615814,23.5,7.96666669845581,14.5500001907349,14.5833330154419,2.59999990463257,1095,118,66,15.6483402252197,334,231,232,273,1189.18823242188
"S02T09P32",2,9,"2/8/2024","ZAR + BRY","pauciflora","Kosciuszko Road/Guthega Road",148.4881695,-36.31993038,"5/2/2024","alive","2","G12","cold",8.6458330154419,10.2083339691162,43.4397163391113,488.250396728516,21.6000003814697,-1.89999997615814,23.5,7.96666669845581,14.5500001907349,14.5833330154419,2.59999990463257,1095,118,66,15.6483402252197,334,231,232,273,1189.18823242188
"S02T09P33",2,9,"2/8/2024","ZAR + BRY","pauciflora","Kosciuszko Road/Guthega Road",148.4881695,-36.31993038,"5/2/2024","alive","1","B11","cold",8.6458330154419,10.2083339691162,43.4397163391113,488.250396728516,21.6000003814697,-1.89999997615814,23.5,7.96666669845581,14.5500001907349,14.5833330154419,2.59999990463257,1095,118,66,15.6483402252197,334,231,232,273,1189.18823242188
"S02T10P02",2,10,"2/8/2024","ZAR + BRY","pauciflora","Kosciuszko Road/Guthega Road",148.4948353,-36.31342632,"5/8/2024","alive","3","C8","cold",8.84166622161865,10.3000001907349,43.6440696716309,487.651275634766,21.7999992370605,-1.79999995231628,23.5999984741211,8.19999980926514,12.7166662216187,14.7666664123535,2.79999995231628,1049,111,63,15.398175239563,318,220,224,265,1167.20776367188
"S02T10P04",2,10,"2/8/2024","ZAR + BRY","pauciflora","Kosciuszko Road/Guthega Road",148.4948353,-36.31342632,"5/8/2024","alive","4","G13","cold",8.84166622161865,10.3000001907349,43.6440696716309,487.651275634766,21.7999992370605,-1.79999995231628,23.5999984741211,8.19999980926514,12.7166662216187,14.7666664123535,2.79999995231628,1049,111,63,15.398175239563,318,220,224,265,1167.20776367188
"S02T10P06",2,10,"2/8/2024","ZAR + BRY","pauciflora","Kosciuszko Road/Guthega Road",148.4948353,-36.31342632,"5/8/2024","alive","5","G1","cold",8.84166622161865,10.3000001907349,43.6440696716309,487.651275634766,21.7999992370605,-1.79999995231628,23.5999984741211,8.19999980926514,12.7166662216187,14.7666664123535,2.79999995231628,1049,111,63,15.398175239563,318,220,224,265,1167.20776367188
"S05T01P02",5,1,"2/9/2024","ZAR + BRY","lacrimans","Long Plain",148.5524946,-35.6802018,"5/7/2024","alive","3","G4","cold",8.23750019073486,11.5749998092651,45.3921585083008,514.852661132812,22.2999992370605,-3.20000004768372,25.5,2.61666679382324,12.3333330154419,14.4833335876465,1.81666672229767,1211,140,63,23.1832885742188,386,216,238,379,1345.40161132812
"S05T01P03",5,1,"2/9/2024","ZAR + BRY","lacrimans","Long Plain",148.5524946,-35.6802018,"5/7/2024","alive","1","B7","cold",8.23750019073486,11.5749998092651,45.3921585083008,514.852661132812,22.2999992370605,-3.20000004768372,25.5,2.61666679382324,12.3333330154419,14.4833335876465,1.81666672229767,1211,140,63,23.1832885742188,386,216,238,379,1345.40161132812
"S05T01P07",5,1,"2/9/2024","ZAR + BRY","lacrimans","Long Plain",148.5524946,-35.6802018,"5/7/2024","alive","5","G2","cold",8.23750019073486,11.5749998092651,45.3921585083008,514.852661132812,22.2999992370605,-3.20000004768372,25.5,2.61666679382324,12.3333330154419,14.4833335876465,1.81666672229767,1211,140,63,23.1832885742188,386,216,238,379,1345.40161132812
"S05T01P08",5,1,"2/9/2024","ZAR + BRY","lacrimans","Long Plain",148.5524946,-35.6802018,"5/7/2024","alive","2","A8","cold",8.23750019073486,11.5749998092651,45.3921585083008,514.852661132812,22.2999992370605,-3.20000004768372,25.5,2.61666679382324,12.3333330154419,14.4833335876465,1.81666672229767,1211,140,63,23.1832885742188,386,216,238,379,1345.40161132812
"S05T01P09",5,1,"2/9/2024","ZAR + BRY","lacrimans","Long Plain",148.5524946,-35.6802018,"5/7/2024","alive","4","F1","cold",8.23750019073486,11.5749998092651,45.3921585083008,514.852661132812,22.2999992370605,-3.20000004768372,25.5,2.61666679382324,12.3333330154419,14.4833335876465,1.81666672229767,1211,140,63,23.1832885742188,386,216,238,379,1345.40161132812
"S05T02P01",5,2,"2/9/2024","ZAR + BRY","lacrimans","Long Plain",148.5584052,-35.67097258,"5/2/2024","alive","3","D12","cold",8.21666622161865,11.5833330154419,45.4248390197754,514.345703125,22.2999992370605,-3.20000004768372,25.5,2.59999990463257,12.283332824707,14.4833335876465,1.81666672229767,1198,140,63,22.9051036834717,380,216,235,373,1345.18884277344
"S05T02P06",5,2,"2/9/2024","ZAR + BRY","lacrimans","Long Plain",148.5584052,-35.67097258,"5/2/2024","alive","4","A7","cold",8.21666622161865,11.5833330154419,45.4248390197754,514.345703125,22.2999992370605,-3.20000004768372,25.5,2.59999990463257,12.283332824707,14.4833335876465,1.81666672229767,1198,140,63,22.9051036834717,380,216,235,373,1345.18884277344
"S05T02P17",5,2,"2/9/2024","ZAR + BRY","lacrimans","Long Plain",148.5584052,-35.67097258,"5/2/2024","alive","1","E3","cold",8.21666622161865,11.5833330154419,45.4248390197754,514.345703125,22.2999992370605,-3.20000004768372,25.5,2.59999990463257,12.283332824707,14.4833335876465,1.81666672229767,1198,140,63,22.9051036834717,380,216,235,373,1345.18884277344
"S05T02P20",5,2,"2/9/2024","ZAR + BRY","lacrimans","Long Plain",148.5584052,-35.67097258,"5/2/2024","alive","2","C10","cold",8.21666622161865,11.5833330154419,45.4248390197754,514.345703125,22.2999992370605,-3.20000004768372,25.5,2.59999990463257,12.283332824707,14.4833335876465,1.81666672229767,1198,140,63,22.9051036834717,380,216,235,373,1345.18884277344
"S05T02P25",5,2,"2/9/2024","ZAR + BRY","lacrimans","Long Plain",148.5584052,-35.67097258,"5/2/2024","alive","5","E7","cold",8.21666622161865,11.5833330154419,45.4248390197754,514.345703125,22.2999992370605,-3.20000004768372,25.5,2.59999990463257,12.283332824707,14.4833335876465,1.81666672229767,1198,140,63,22.9051036834717,380,216,235,373,1345.18884277344
"S05T03P03",5,3,"2/9/2024","ZAR + BRY","lacrimans","Long Plain",148.5627147,-35.66286329,"5/1/2024","alive","3","B16","cold",8.06666660308838,11.3833332061768,44.9934120178223,514.862426757812,22,-3.29999995231628,25.2999992370605,2.43333339691162,14.283332824707,14.3333330154419,1.66666662693024,1203,139,64,22.4791240692139,379,219,236,372,1374.47106933594
"S05T03P07",5,3,"2/9/2024","ZAR + BRY","lacrimans","Long Plain",148.5627147,-35.66286329,"5/1/2024","alive","5","E10","cold",8.06666660308838,11.3833332061768,44.9934120178223,514.862426757812,22,-3.29999995231628,25.2999992370605,2.43333339691162,14.283332824707,14.3333330154419,1.66666662693024,1203,139,64,22.4791240692139,379,219,236,372,1374.47106933594
"S05T03P14",5,3,"2/9/2024","ZAR + BRY","lacrimans","Long Plain",148.5627147,-35.66286329,"5/1/2024","alive","4","A3","cold",8.06666660308838,11.3833332061768,44.9934120178223,514.862426757812,22,-3.29999995231628,25.2999992370605,2.43333339691162,14.283332824707,14.3333330154419,1.66666662693024,1203,139,64,22.4791240692139,379,219,236,372,1374.47106933594
"S05T03P15",5,3,"2/9/2024","ZAR + BRY","lacrimans","Long Plain",148.5627147,-35.66286329,"5/1/2024","alive","2","D8","cold",8.06666660308838,11.3833332061768,44.9934120178223,514.862426757812,22,-3.29999995231628,25.2999992370605,2.43333339691162,14.283332824707,14.3333330154419,1.66666662693024,1203,139,64,22.4791240692139,379,219,236,372,1374.47106933594
"S05T03P20",5,3,"2/9/2024","ZAR + BRY","lacrimans","Long Plain",148.5627147,-35.66286329,"5/14/2024","alive","1","E16","cold",8.06666660308838,11.3833332061768,44.9934120178223,514.862426757812,22,-3.29999995231628,25.2999992370605,2.43333339691162,14.283332824707,14.3333330154419,1.66666662693024,1203,139,64,22.4791240692139,379,219,236,372,1374.47106933594
"S05T04P03",5,4,"2/9/2024","ZAR + BRY","lacrimans","Long Plain",148.5658463,-35.6554796,"5/2/2024","alive","2","A4","cold",7.97916650772095,11.2083330154419,44.6547164916992,514.42578125,21.7999992370605,-3.29999995231628,25.0999984741211,2.36666655540466,14.1833333969116,14.25,1.58333337306976,1201,138,65,22.4105682373047,379,219,237,371,1375.84680175781
"S05T04P15",5,4,"2/9/2024","ZAR + BRY","lacrimans","Long Plain",148.5658463,-35.6554796,"5/2/2024","alive","5","C2","cold",7.97916650772095,11.2083330154419,44.6547164916992,514.42578125,21.7999992370605,-3.29999995231628,25.0999984741211,2.36666655540466,14.1833333969116,14.25,1.58333337306976,1201,138,65,22.4105682373047,379,219,237,371,1375.84680175781
"S05T04P19",5,4,"2/9/2024","ZAR + BRY","lacrimans","Long Plain",148.5658463,-35.6554796,"5/2/2024","alive","1","E13","cold",7.97916650772095,11.2083330154419,44.6547164916992,514.42578125,21.7999992370605,-3.29999995231628,25.0999984741211,2.36666655540466,14.1833333969116,14.25,1.58333337306976,1201,138,65,22.4105682373047,379,219,237,371,1375.84680175781
"S05T04P20",5,4,"2/9/2024","ZAR + BRY","lacrimans","Long Plain",148.5658463,-35.6554796,"5/2/2024","alive","3","F1","cold",7.97916650772095,11.2083330154419,44.6547164916992,514.42578125,21.7999992370605,-3.29999995231628,25.0999984741211,2.36666655540466,14.1833333969116,14.25,1.58333337306976,1201,138,65,22.4105682373047,379,219,237,371,1375.84680175781
