"curveID","J_ref","J_ref_SE","J_ref_var","Ea_A","Ea_A_SE","Ea_A_var","Ed_A","Ed_A_SE","Ed_A_var","Topt","Topt_SE","Topt_var","Topt_EdA_cov","Topt_EdA_cor","Amax","AIC","r_sq","Tbreadth","id","Tleaf_min","Tleaf_max","gsw_mean_above30","z","CTmax_1min","T50","id_original","id_was_corrected","Ea_PSII","lnA_PSII","site","tree","collection_date","collector","species","location","long","lat","transplant_date","status","block","within_block_position","treatment","BIO1","BIO2","BIO3","BIO4","BIO5","BIO6","BIO7","BIO8","BIO9","BIO10","BIO11","BIO12","BIO13","BIO14","BIO15","BIO16","BIO17","BIO18","BIO19","elev_m"
44,7.36217153508699,0.0316222009400466,0.000999963592292683,0.0504344367778249,0.00631304623444398,3.98545527582273e-05,4.00998343910427,0.150477243807353,0.0226434009038575,34.2039213510772,0.216679064103597,0.0469498168208108,0.0208391901626723,0.639135673856711,7.70957467666637,538.166247651249,0.938016922390642,14,"S14T06P05",19.378,44.8858333333333,0.068466596599229,2.92426703890973,47.9291808505809,42.9119264662337,"S14T06P05",FALSE,401.541366953014,148.271017738722,14,6,"2/14/2021","MON","pauciflora","Kosciuszko",148.627967,-36.182347,"5/8/2024","alive","3","B13","cold",9.76666641235352,12.4833335876465,47.2853507995605,505.745758056641,24.1000003814697,-2.29999995231628,26.3999996185303,9.18333339691162,7,15.966667175293,3.50000023841858,774,81,53,14.0304050445557,232,170,184,182,1100.05798339844
47,51.6433076105765,2.69761359253681,7.27711909463938,0.642486665921348,0.019745398229436,0.000389880751239016,0.802237909565161,0.0110507623800211,0.00012211934917969,31.4144103285419,0.0564967195493981,0.00319187931984335,-4.42808760079949e-05,-0.0709252265819976,17.410523089015,-528.562430024883,0.995526713645334,NA,"S07T03P02",13.6655870967742,37.7446178571429,0.318362970969624,1.65649735847413,43.1741343230841,40.4019552155557,"S07T03P02",FALSE,153.89677753254,53.7096447174692,7,3,"2/17/2024","ZAR + BRY","pauciflora","Namadgi, Mt Franklin Road",148.8036235,-35.37069352,"5/13/2024","alive","3","G8","cold",9.4791669845581,10.6416664123535,43.435375213623,506.173095703125,22.7000007629395,-1.79999995231628,24.5,6,15.6500005722046,15.6500005722046,3.2333333492279,1022,109,63,16.2085990905762,299,208,208,289,1272.49792480469
48,15.9085158184728,0.126665260910153,0.016044088321437,0.209738334211988,0.0050588072584685,2.55915308783336e-05,1.29855552832624,0.0345095980996182,0.00119091236099717,29.7710363081959,0.0684090504201358,0.00467979817938469,0.00211091365078376,0.894163637819253,15.1686120657384,-274.364758018137,0.978840152753092,10.7,"S09T02P012",13.7724407407407,37.9295107142857,0.315413902212778,2.14258991169709,42.8191713093424,40.0905264900417,"S09T02P12",TRUE,438.314205812113,164.09338546085,9,2,"0/05/2023","BRY","acerina","Baw Baw Plateau",146.3437721,-37.87613875,"5/8/2024","alive","3","C13","control",7.38333320617676,6.7000002861023,36.6120223999023,429.822021484375,18.1000003814697,-0.200000002980232,18.3000011444092,2.41666674613953,12.9000005722046,12.9000005722046,2.34999990463257,1441,153,65,23.7971000671387,448,241,241,435,1499.62536621094
49,10.3205042573925,0.0130651975540541,0.00017069938712646,0.182864328799304,0.0017875400869853,3.19529956257941e-06,4.81100778939657,0.176917288144391,0.0312997268443655,37.292583349808,0.0535761688813634,0.00287040587200437,0.0084048954795884,0.886727930900296,13.1592117638021,-210.039816935765,0.987099643807562,6.10000000000001,"S06T01P07",17.1446666666667,40.5719,0.218259526027497,2.41732996885112,45.6005379734964,41.3612125391352,"S06T01P07",FALSE,441.138246290698,164.268371039487,6,1,"2/9/2024","ZAR + BRY","pauciflora","Long Plain",148.6428842,-35.60067096,"5/7/2024","alive","3","F7","control",8.42500019073486,11.6333332061768,45.4427070617676,515.917114257812,22.3999996185303,-3.20000004768372,25.6000003814697,2.81666660308838,12.5,14.6999998092651,2,1077,120,62,18.9415454864502,326,207,221,320,1378.4775390625
50,8.28250402920757,0.00787877704274992,6.20751276893632e-05,0.120035779527447,0.00147154984690582,2.16545895192854e-06,3.74860729969615,0.0401588117280006,0.001612730159405,34.2134774623332,0.0427072082662171,0.00182390563789404,0.00162209718880698,0.945790254930823,9.22210989033929,-624.255777268363,0.99067191942457,8.5,"S13T06P09",17.2325,42.1971333333333,0.178607075808836,1.86299893354536,43.4402904625808,40.6665517875247,"S13T06P09",FALSE,402.775428830496,150.41035616579,13,6,"7/2/2020","MON","pauciflora","Goulburn",149.5468598,-34.36981226,"5/2/2024","alive","1","E9","cold",12,12.7166662216187,47.9874229431152,512.498352050781,26.2999992370605,-0.200000002980232,26.5,8.73333358764648,15.8999996185303,18.3666667938232,5.68333339691162,776,79,55,13.6103963851929,220,165,192,199,861.792175292969
51,12.13212690917,0.0143432627739762,0.000205729187003332,0.0726226976631852,0.0021618880028425,4.67375973683432e-06,3.62861919649381,0.043557043195148,0.00189721601190399,32.629722105245,0.0528740444713968,0.00279566457876324,0.00168968652631852,0.733677530038405,12.7578514974892,-209.301349688882,0.992896920012714,11.4,"S12T09P01",19.6575333333333,42.2278666666667,0.25224505681771,3.30396034359084,46.2755424696664,40.1203777831181,"S12T09P01",FALSE,331.067978419723,122.535683842107,12,9,"5/31/2020","MON","pauciflora","Armidale",151.5323479,-30.55632952,"5/8/2024","alive","3","C16","control",13.3625001907349,13.0416669845581,49.4002532958984,503.474884033203,26.6000003814697,0.200000002980232,26.3999996185303,18.216667175293,10.5166664123535,19.3333339691162,6.88333320617676,779,108,43,33.665454864502,288,135,284,139,1033.09948730469
52,12.1917905829887,0.0100199288938116,0.000100398975037041,0.0296530468578651,0.00166920619501707,2.78624932148338e-06,3.19382357390371,0.042567240381008,0.00181196995365452,31.8305181569736,0.0781580668181528,0.00610868340875084,0.000455228606266302,0.136829657602413,12.3947862965069,-542.872079008019,0.995841925051488,NA,"S05T02P23",21.5718666666667,43.0512333333333,0.199984064493274,NA,NA,39.9112437988524,"S05P02T23",TRUE,448.681632685113,167.281002928156,5,2,"2/9/2024","ZAR + BRY","lacrimans","Long Plain",148.5584052,-35.67097258,"5/2/2024","alive","spare",NA,NA,8.21666622161865,11.5833330154419,45.4248390197754,514.345703125,22.2999992370605,-3.20000004768372,25.5,2.59999990463257,12.283332824707,14.4833335876465,1.81666672229767,1198,140,63,22.9051036834717,380,216,235,373,1345.18884277344
53,12.9195542679284,0.022850507176136,0.000522145678206644,0.105756119356957,0.00256605905782456,6.58465908824348e-06,2.40096855544741,0.0599472912335297,0.00359367772623763,33.6350195876587,0.0989200224645539,0.00978517084438786,0.00564019966981503,0.951131814223702,13.8670787210699,-45.6243902732187,0.962026898290386,11,"S09T06P02",16.24545,42.695,0.157954279503147,1.78872402887975,44.9352314107729,41.6242018431033,"S09T06P02",FALSE,342.171866516377,126.658062739475,9,6,"0/05/2023","BRY","acerina","Baw Baw Plateau",146.328103,-37.83555978,"2/13/2024","alive","3","E5","control",7.40000009536743,7.06666660308838,37.3897705078125,437.061462402344,18.3999996185303,-0.5,18.8999996185303,2.36666655540466,12.9666662216187,12.9666662216187,2.18333339691162,1417,157,63,24.8477172851562,453,236,236,435,1353.13391113281
54,15.5085335421703,0.147325003315395,0.0217046566018812,0.0519567780921469,0.0166720159036633,0.000277956114292001,2.56727169878688,0.457294070352441,0.209117866779503,32.3918188822531,0.759576342779977,0.576956220511004,0.287701019667009,0.828274709935408,15.9562850213056,1365.29588248282,0.440072341911779,15.9,"S06T03P05",18.3010333333333,42.9951333333333,0.294022876872391,3.01950290079559,48.0621122845823,42.7408160743325,"S06T03P05",FALSE,418.892874528324,154.996719943145,6,3,"2/9/2024","ZAR + BRY","pauciflora","Long Plain",148.6627797,-35.60956426,"5/2/2024","alive","3","F14","cold",8.3541669845581,11.3249998092651,44.7628440856934,515.996215820312,22.2000007629395,-3.09999990463257,25.3000011444092,4.94999980926514,12.4333333969116,14.6333332061768,1.93333327770233,1055,117,62,18.2573757171631,318,206,218,310,1311.03161621094
55,16.2574621945135,0.0137083974488481,0.000187920160615585,0.153788728674209,0.00105508783919464,1.1132103484164e-06,2.01486942824502,0.0184084907742758,0.000338872532586597,33.417251268383,0.0297726080077085,0.000886408187580671,0.000521320698126218,0.951195757368598,17.6979878168984,-723.11384472879,0.995930981943342,9.9,"S14T05P05",15.7831777777778,41.4718321428571,0.194877757422917,3.6991246619909,49.8385115965211,42.7087270904982,"S14T05P05",FALSE,675.700648096986,250.784736144449,14,5,"2/14/2021","MON","pauciflora","Kosciuszko",148.616095,-36.185657,"5/7/2024","alive","1","E4","cold",9.20416641235352,11.625,45.5882339477539,503.277709960938,23.1000003814697,-2.40000009536743,25.5,8.56666660308838,13.1499996185303,15.3500003814697,2.96666669845581,926,96,60,13.2931938171387,276,203,210,226,1211.25463867188
56,14.192853768047,0.162685435750747,0.0264665510054104,0.0244772307960193,0.0187314252529695,0.000350866292007584,3.55240656947739,0.561362243847647,0.315127568817665,32.9550237521182,1.1251708711807,1.26600948935354,0.113488957463207,0.179676767835798,14.4482792418678,1464.19650780733,0.598493946367925,NA,"S12T08P03",20.78095,44.4629666666667,0.246342055159795,2.20837491563675,46.1774743589105,43.5890012618821,"S12T08P03",FALSE,281.500359312763,103.380037748441,12,8,"5/30/2020","MON","pauciflora","Armidale",152.3083337,-30.41768867,"5/8/2024","alive","5","D4","cold",11.5541667938232,9.80833339691162,45.1996955871582,445.637725830078,22.3999996185303,0.699999988079071,21.6999988555908,16.8166675567627,6.65000009536743,16.8166675567627,5.81666660308838,1139,164,35,41.956714630127,439,144,439,160,1281.62426757812
57,11.2515386204881,0.00574868449149795,3.30473733827891e-05,0.11296003967503,0.000770570265234352,5.93778533663339e-07,3.65513272209415,0.0340489163903595,0.00115932870735769,35.0633581412585,0.0301604097797062,0.000909650318079796,0.000989769959868791,0.963815121379035,12.5864413230972,-815.981151073157,0.994385824088668,8.9,"S07T05P02",17.1061321428571,41.5215142857143,0.198355341445912,0.056660010303165,42.9632979269103,42.8896501413162,"S07T05P02",FALSE,398.97633045017,146.046975211378,7,5,"2/17/2024","ZAR + BRY","pauciflora","Namadgi, Mt Franklin Road",148.8051036,-35.38599523,"5/1/2024","alive","5","E15","cold",9.19583320617676,10.4083337783813,43.0096435546875,504.463958740234,22.2999992370605,-1.89999997615814,24.1999988555908,5.71666669845581,15.283332824707,15.3500003814697,2.96666669845581,1010,107,64,15.2587127685547,294,210,211,282,1320.54113769531
58,15.3145214006501,0.0248345796597054,0.000616756346874253,0.0650523462209016,0.00285642463578216,8.15916169990326e-06,3.32789916396015,0.111748619005137,0.0124877538495553,33.9275262035868,0.124404460729332,0.0154764698493559,0.0128439059874498,0.923887306423788,16.1617578784,182.991184743151,0.946269427862264,12.7,"S10T09P03",18.6811,41.9078,0.2460445405229,2.34525792634743,45.3876411796344,42.4676668822356,"S10T09P03",FALSE,257.7789851015,93.4270320421406,10,9,"0/05/2023","BRY","hedraia","Falls Creek/Bogong",147.2916716,-36.76091585,"5/13/2024","alive","4","D4","cold",7.36666679382324,8.25,37.6712303161621,500.283264160156,19.7000007629395,-2.20000004768372,21.9000015258789,1.26666665077209,13.5500001907349,13.5500001907349,1.26666665077209,1454,170,70,25.1735324859619,464,251,251,464,1539.9228515625
59,15.1992469024047,0.0293815411721262,0.000863274961649347,0.0596974788024185,0.00323016676068778,1.04339773018522e-05,3.79042160514427,0.116721637738503,0.0136239407163583,34.9294119206791,0.113447205436217,0.0128702684212873,0.0113754115495022,0.859056924821976,16.1228138096079,224.421169745977,0.960235604494505,12.8,"S07T01P13",21.6666,43.0671666666667,0.287411148606603,2.11983083715399,45.2265003791457,42.3989700100882,"S07T01P13",FALSE,270.084739177716,98.451655060625,7,1,"2/17/2024","ZAR + BRY","pauciflora","Namadgi, Mt Franklin Road",148.807368,-35.35601803,"5/7/2024","alive","2","B5","cold",9.70416641235352,10.7416667938232,43.6653099060059,507.598876953125,23,-1.60000002384186,24.6000003814697,6.25,15.8999996185303,15.8999996185303,3.43333315849304,1031,111,63,16.2816963195801,300,208,208,294,1194.67761230469
61,15.2483481053727,0.0159588795583115,0.000254685836756694,0.0977879560958579,0.00128075577843868,1.64033536400408e-06,3.42141261685674,0.0721227629031441,0.00520169292878314,32.1132191803408,0.0587615344361664,0.00345291792929277,0.00407835289759152,0.962319572369846,16.1858127458749,-312.601408931008,0.974873177404137,9.7,"S10T08P06",14.1607,38.3822785714286,0.2297530265056,1.88307338327591,42.8694388172053,39.0839029936115,"S10T08P06",FALSE,349.33568706676,129.584535168815,10,8,"0/05/2023","BRY","hedraia","Falls Creek/Bogong",147.2913688,-36.76286481,"5/7/2024","alive","4","B13","cold",7.38333320617676,8.18333339691162,37.3668174743652,501.07763671875,19.7000007629395,-2.20000004768372,21.9000015258789,1.28333330154419,13.5833330154419,13.5833330154419,1.28333330154419,1467,172,70,25.4845294952393,470,252,252,470,1538.8203125
62,12.1324701134449,0.0468158351660037,0.00219172242229043,0.207322721789121,0.00384747723668121,1.48030810867801e-05,1.70073728399181,0.0562471423241693,0.00316374101963535,33.8395227880999,0.0636259699107275,0.0040482640470808,0.00277440458307012,0.775237754171217,13.4390911661877,-238.652929846493,0.984403729134069,9.40000000000001,"S13T09P16",15.1176935483871,39.7244678571428,0.251206337035602,2.58071194000923,45.4121150161497,40.3029397954569,"S13T09P16",FALSE,299.357747147951,110.422484237159,13,9,"7/2/2020","MON","pauciflora","Goulburn",149.7970744,-34.38220076,"5/14/2024","alive","spare",NA,NA,11.8999996185303,12.25,47.8515625,495.112487792969,25.6000003814697,0,25.6000003814697,17.7000007629395,6.63333320617676,18,5.73333311080933,864,89,65,9.50864696502686,236,199,225,207,859.400085449219
63,7.82169009198651,0.00701762888659933,4.92471151900334e-05,0.115943394994425,0.0011529236452024,1.32923293166679e-06,4.71170762174667,0.114249686690959,0.0130529909089823,35.5113503422625,0.0570418546188917,0.00325377317836278,0.00625887552662532,0.960390066505561,8.896133928039,-679.884167360744,0.976586463196395,7.9,"S06T03P21",14.5949142857143,40.2628407407407,0.104188244728601,3.18932788425276,47.8180374107904,42.4485542822614,"S06T03P21",FALSE,322.322707896065,118.717546815906,6,3,"2/9/2024","ZAR + BRY","pauciflora","Long Plain",148.6627797,-35.60956426,"5/2/2024","alive","spare",NA,NA,8.3541669845581,11.3249998092651,44.7628440856934,515.996215820312,22.2000007629395,-3.09999990463257,25.3000011444092,4.94999980926514,12.4333333969116,14.6333332061768,1.93333327770233,1055,117,62,18.2573757171631,318,206,218,310,1311.03161621094
65,8.81230838939063,0.0116464414079684,0.00013563959746924,0.133693364893421,0.00178722577878467,3.19417598435246e-06,3.2395084571984,0.069732346208623,0.00486260010775925,34.5838389877109,0.070748027882735,0.00500528344929625,0.00474686318886958,0.96218392938016,9.93446827848307,-373.247393815845,0.969308382924666,8.5,"S05T02P07",14.6603,41.3043333333333,0.152873743316115,3.48045510076577,48.5932484768987,NA,"S05T02P09",TRUE,338.76839940141,124.85909890512,5,2,"2/9/2024","ZAR + BRY","lacrimans","Long Plain",148.5584052,-35.67097258,"5/2/2024","alive","spare",NA,NA,8.21666622161865,11.5833330154419,45.4248390197754,514.345703125,22.2999992370605,-3.20000004768372,25.5,2.59999990463257,12.283332824707,14.4833335876465,1.81666672229767,1198,140,63,22.9051036834717,380,216,235,373,1345.18884277344
66,15.4558347318857,0.122444108161265,0.0149925596234077,0.132046763896712,0.00732446132084227,5.36477336405145e-05,1.60588088988112,0.0645707079007612,0.00416937631880542,29.2204704295929,0.152822546947174,0.0233547308554212,0.00912467017278386,0.924685811937765,15.2395789781221,306.81922497799,0.924043137479177,11.7,"S09T02P04",15.3625666666667,40.7434666666667,0.225134098644456,2.98687519824384,47.1607363768043,42.6928531725814,"S09T02P04",FALSE,371.412161878775,137.549565528495,9,2,"0/05/2023","BRY","acerina","Baw Baw Plateau",146.3437721,-37.87613875,"5/8/2024","alive","3","C13","cold",7.38333320617676,6.7000002861023,36.6120223999023,429.822021484375,18.1000003814697,-0.200000002980232,18.3000011444092,2.41666674613953,12.9000005722046,12.9000005722046,2.34999990463257,1441,153,65,23.7971000671387,448,241,241,435,1499.62536621094
67,9.65812371111714,0.0406539790234486,0.001652746010439,0.15004400862833,0.00696692269367154,4.85380118195955e-05,3.31632934931395,0.568510181785605,0.323203826793901,36.9616224254817,0.226316438824427,0.0512191304821708,0.108466960394713,0.843030179434261,11.5500490107489,504.850164129783,0.830596120226204,8.1,"S10T18P03",17.3191666666667,40.3794666666667,0.178645915437052,3.73970042332154,47.9468196641661,42.4365539437583,"S10T18P03",FALSE,383.757367040772,142.271206275131,10,18,"0/05/2023","BRY","niphophila","Falls Creek/Bogong",147.3193627,-36.94187033,"5/6/2024","alive","3","G13","control",6.82499980926514,8.19999980926514,38.317756652832,489.696105957031,19,-2.40000009536743,21.3999996185303,0.866666615009308,12.8999996185303,12.8999996185303,0.866666615009308,1499,183,76,22.973669052124,467,274,274,467,1589.35681152344
68,10.9838552807609,0.00561217776808064,3.14965393005386e-05,0.0692496113178197,0.000821837293720732,6.75416537350216e-07,2.95664080733446,0.0414470510828725,0.00171785804346625,33.3920378303517,0.0463357221681719,0.00214699914884602,0.00184895527052653,0.962757326941226,11.5477604450645,-972.478105942739,0.989803814540822,12.8,"S14T01P03",17.0999333333333,40.6214,0.162475496347541,2.95829126930209,47.4355447912815,42.3151520985207,"S14T01P03",FALSE,356.073818372998,131.542397797028,14,1,"2/13/2021","MON","pauciflora","Kosciuszko",148.659136,-36.195428,"5/2/2024","alive","2","F10","cold",9.35000038146973,12.3999996185303,46.6165428161621,508.044372558594,23.8999996185303,-2.70000004768372,26.6000003814697,8.71666622161865,13.283332824707,15.5833330154419,3.05000019073486,858,89,58,13.3275671005249,257,194,198,203,1208.89929199219
69,10.8543356380138,0.0357660831599913,0.00127921270460742,0.0817249818474209,0.00576767704831253,3.32660985336312e-05,2.85360569215382,0.27597481574295,0.0761620989243553,34.7431108725964,0.287619101408249,0.0827247474948886,0.0761513742573628,0.959379795558907,11.6596404613766,390.377940250845,0.648191231957869,11.9,"S13T08P02",17.9532,41.7475,0.215823238708369,4.70306702440192,48.52402394236,39.1096449411157,"S13T08P02",FALSE,313.364675064144,116.376659179806,13,8,"7/2/2020","MON","pauciflora","Goulburn",149.7442948,-34.34887261,"5/13/2024","alive","3","F2","control",11.6833333969116,12.216667175293,47.5356674194336,501.168334960938,25.5,-0.200000002980232,25.7000007629395,17.5833339691162,8.86666679382324,17.8500003814697,5.4500002861023,868,90,65,9.73541831970215,234,201,225,207,925.079406738281
70,18.2817686734612,0.0270687950692197,0.000732719666499414,0.0514666648779165,0.00255256894225108,6.51560820494479e-06,2.51113720100927,0.035776428734843,0.0012799528530193,29.1532656096136,0.0815969842698704,0.00665806784193748,0.000975261744643315,0.334079705877423,18.4065864143165,29.3425023631843,0.993865448467147,15.8,"S09T01P05",17.9525666666667,42.6200666666667,0.294718747252936,4.66666896819481,48.7598461403002,40.123292321919,"S09T01P05",FALSE,399.89248220066,148.351847288165,9,1,"0/05/2023","BRY","acerina","Baw Baw Plateau",146.345269,-37.88025918,"5/7/2024","alive","4","F9","control",7.38333320617676,6.7000002861023,36.6120223999023,429.822021484375,18.1000003814697,-0.200000002980232,18.3000011444092,2.41666674613953,12.9000005722046,12.9000005722046,2.34999990463257,1441,153,65,23.7971000671387,448,241,241,435,1412.02014160156
71,21.4801926161561,0.131205872240598,0.0172149809104162,0.101990072301595,0.00850502551434652,7.23354589996853e-05,1.63305264126521,0.0533582993702058,0.00284710811168051,28.509139024439,0.121691340934474,0.0148087824584304,0.00340769482027298,0.524806297884236,21.0901434573958,419.992735462486,0.978327778237489,13.1,"S10T08P07",19.5268333333333,42.3876,0.347367965137693,1.0052559015966,40.7265127046756,39.1290735639829,"S10T08P07",FALSE,351.984203642606,131.304060523921,10,8,"0/05/2023","BRY","hedraia","Falls Creek/Bogong",147.2913688,-36.76286481,"5/7/2024","alive","3","G15","control",7.38333320617676,8.18333339691162,37.3668174743652,501.07763671875,19.7000007629395,-2.20000004768372,21.9000015258789,1.28333330154419,13.5833330154419,13.5833330154419,1.28333330154419,1467,172,70,25.4845294952393,470,252,252,470,1538.8203125
72,11.9899356761222,0.0210599462291342,0.000443521335174023,0.011081863978632,0.00321363360152854,1.03274409248733e-05,2.55823757535598,0.0580240945147982,0.00336679554426223,25.7253501048855,0.630993126271114,0.398152325401394,-0.021147597681018,-0.577601137042188,11.9504965879073,-83.4213790722598,0.989191554121554,NA,"S07T04P04",18.5591,42.6566,0.162344660699747,1.51352536591416,44.6770515890381,43.4606493655358,"S07T04P04",FALSE,294.069572381961,108.406670368965,7,4,"2/17/2024","ZAR + BRY","pauciflora","Namadgi, Mt Franklin Road",148.8057254,-35.38062161,"5/13/2024","alive","4","A13","control",9.32916641235352,10.5249996185303,43.1352462768555,505.427185058594,22.5,-1.89999997615814,24.3999996185303,5.86666679382324,15.4166669845581,15.5,3.08333325386047,1020,108,64,15.2901048660278,298,211,212,285,1314.48132324219
